code,relative_text_contribution,relative_group_fit,quote,ID,row_num
V2,0.56,0.929,"the MOST important thing for all people to remember that this fallen Godless chaotic world is our TEMPORARY home separated from God for a short period of time because of sin, but all people who repent of their sins and believe the Gospel of Jesus Christ in the Bible and accept Jesus as their Savior by believing Jesus was God on earth Who died to pay for their sins for them and resurrected from the dead to defeat eternal death for them and believe Jesus is coming back again to set up His eternal kingdom, will be forgiven of their sins and have eternal life reconciled with God. Read the entire Holy Bible for yourself and the entire Gospel of Jesus Christ for yourself in the Holy Bible in Matthew, Mark, Luke and John. THE GOSPEL TRUTH (THE GOOD NEWS) OF JESUS CHRIST OUR LORD AND SAVIOR - Jesus Christ came down here from heaven, God on earth, to be born one of us His own creation and He lived on earth with us for over three decades and He taught us about God and His eternal heavenly kingdom and repentance and how to live righteously and He lived a perfect sinless life, Then He gave His sinless life to all people from all nations to pay for our sins for us, by dying on the cross and resurrecting from the dead three days later, to take the punishment for our sins for us so that justice was served, to defeat eternal death for us to reconcile us sinners with God to give us eternal life with Him, and after He resurrected from the dead to defeat death for us, He lived on earth for forty more days, speaking to many people, then He ascended back up into heaven and He is coming back again at the end of this world to set up His eternal heavenly kingdom, for all people who admit and repent of their sins and honestly accept Jesus as their Lord and Savior Who died to pay for their sins for them, to live in for the rest of eternity, forgiven of their sins and reconciled with God.",UgytsCqeY_JLuumYbGB4AaABAg,2745
V2,0.556,0.929,"Dear Child, if you are reading this, just wanted to let you know that Jesus loves you. God loves you so much that He sent His Only Begotten Son to the world so that we may not perish but have eternal life ( John 3:16 ). Jesus was willing to die on the cross to ensure that we become His children and not be eternally separated from Him. Isaiah 53:5 states, \ But He was pierced for our transgressions. He was crushed for our iniquities; the punishment that brought us peace was on Him, and by His wounds we are healed\"". How majestic is His Love! No matter what struggle you are going through, no matter how lost you are, He is willing to meet all your needs according to the riches of His Glory in Christ Jesus ( Philippians 4:19 ). He wants you to have the very best. Without you, He will cry. Jesus Christ is the light of the world. Whoever enters through Him will be saved for eternity. Salvation is still possible for you! All you have to do is repent ( turn away ) from your sins and be baptized in the name of Jesus Christ by accepting Him as your Lord & Savior! Salvation is found in no one else, for there is no other name under heaven given to mankind by which we must be saved ( Acts 4:12 ). Please repeat this prayer if you want to experience God's love and your love for Him. ' I renounce satan; I renounce all his works; I renounce all his allurements. I believe in God, the Father Almighty, Creator of heaven and earth. I believe in Jesus Christ, his only Begotten Son, our Lord, who was born into this world and who suffered and died for my sins and rose again. I believe in the Holy Spirit who will strengthen me and allows Christ to dwell in my heart. He will guide me into all truth. I confess all my sins before you Lord Jesus and ask you to please cleanse and forgive me by the power of His Blood.. Please have mercy on me, for I have sinned. I accept you as my true God & Savior. We ask all these in the name of Jesus, our God & Savior, Amen. Dear brother/sister, we can only please Him through our Faith in Him. If at any point, we sin from struggle or demonstrated disobedience to Him, we can still ask Him to forgive us by confessing, admitting that we have sinned, and repenting from sin. \"" If we confess our sins, He is faithful and just and will forgive us our sins and purify us from all unrighteousness.\"" ( 1st John 1:9). Make it a habit by reading His Word daily ( Bible ), praising and worshiping Him daily ( through songs and with a joyful heart ), talking with Him daily, and confessing our sins daily to Him. Forgive others just as God has forgiven you. May His Grace be upon you and May He bless and guide your paths ahead. Amen.""",UgxV2c1wDux2CKIv5Ox4AaABAg,8521
V2,0.536,0.929,"small orange diamond THE GOSPEL OF THE WORD OF ALMIGHTY GOD \the Salvation of the last day that Christ brought in the second and last incarnation of His new and holy name\"" (The recognition of God's work in these times, in the greatest part, is the recognition of the God incarnate of the last days, what His main ministry is and what His purpose is to do in the world. Through speaking, by doing and speaking in all the land. This is the work of God in the last days; He only speaks so that the world may become a world of words, so that each person may be provided and enlightened by His word, and so that the spirit of man would be awakened and he would be clear about the visions. When Jesus came He spread the gospel of the Kingdom of Heaven, and fulfilled the work of redemption by crucifixion. The coming of Jesus the Age of Law and ushered in the Age of Grace. The coming of God incarnate in the last days brought an end to the Age of Grace. He came primarily to speak His words, to use the words to make man perfect, to enlighten and enlighten man, and to remove the place of the obscure God within the heart of man. He did not come to heal, or cast out demons, or to perform miracles, and He did not come to spread the gospel of repentance, or grant man redemption. The practical God came to show that He is real.) Almighty God said KNOWING GOD'S WORK in these TIMES, in MOST PART, is KNOWING GOD INCARNATED in the LAST DAYS, what His main MINISTRY is, and WHAT He PURPOSES to do ON EARTH. I MENTIONED to My THOSE WHO SAID that GOD has COME to EARTH (in the last days) to GIVE an EXAMPLE BEFORE LEAVING. sun How does God show this example? THROUGH SPEECH, THROUGH DOING and SPEAKING THROUGHOUT THE LAND. This is the WORK of GOD in the LAST DAYS; He only SPEAKS so that the EARTH becomes a WORLD of WORDS, so that every PERSON can be PROVIDED and ILLUMINATED by His WORD, and SO that the SPIRIT of MAN AWAKES and he is CLEAR ABOUT the VISIONS. sun In the LAST DAYS, GOD INCARNATE CAME to EARTH MAINLY to SHARE His WORDS. When JESUS came He SPREADED the GOSPEL of the KINGDOM OF HEAVEN, and FULFILLED the WORK of REDEMPTION through CRUCIFIXION. He ENDED the AGE OF LAW, and BROUGHT ALL the OLD THINGS to NOTHING. The COMING of JESUS ENDED the AGE OF LAW and USED the AGE OF GRACE. sun The COMING of GOD INCARNATED in the LAST DAYS BRINGS the END to the AGE OF GRACE. folded hands He CAME MAINLY to SPEAK His WORDS, to USE WORDS to MAKE MAN PERFECT, to ILLUMINATE and ILLUMINATE MAN, and to REMOVE the PLACE of vague GOD WITHIN MAN'S HEART. sun folded hands This is NOT the STAGE of WORK that JESUS DID WHEN He came. WHEN JESUS CAME, He PERFORMED many MIRACLES, He HEALED and CAST OUT DEMONS, and He FULFILLED the REDEEMING WORK of CRUCIFIXION. sun As a result, in His understanding, MAN BELIEVED that GOD should be like THIS. sleepy face BECAUSE when JESUS came, He DID not REMOVE the IMAGE of the DARK GOD from the HEARTS of MAN; when He CAME, He was CRUCIFIED, He HEALED and CAST OUT DEMONS, and He SPREADED the GOSPEL of the KINGDOM OF HEAVEN. On the ONE HAND, the INCARNATION of GOD in the TIME of the LAST DAYS removed the PLACE of the OBSCURE GOD in HUMAN UNDERSTANDINGS, that is WHY the IMAGE of the OBSCURE GOD in the HEARTS of MAN is no LONGER. THROUGH His ACTUAL WORDS and ACTUAL DEEDS, His ACTIONS THROUGHOUT the EARTH, and the unique real and normal work He accomplished with man, He CAUSES MAN to COMPLETELY UNDERSTAND the REALITY of GOD, and REMOVES the LOCATION of the OBSCURE GOD in the HUMAN HEART. sun On the other hand, GOD USES the WORDS spoken by His FLESH to MAKE MAN COMPLETE, and to FULFILL THINGS. This is the WORK of GOD that He WILL FULFILL in the LAST DAYS. folded hands What you should know: 1. God's work is not supernatural, and you should not harbor notions about it. 2. You must understand the main work that will be accomplished by the coming of God incarnate at this time. bouquet He DID NOT COME to HEALING, or CAST OUT DEMONS, or to SHOW MIRACLES, and He DID NOT COME to SPREAD the GOSPEL of REPENTANCE, or WILLING the MAN of REDEMPTION. sun That's BECAUSE JESUS has FULFILLED that WORK, and GOD DOESN'T REPEAT the SAME WORK. In the PRESENT, GOD has COME to BRING to the END of the AGE OF GRACE and REMOVE ALL the HABITS of the AGE OF GRACE. PRACTICAL GOD came to SHOW that He is REAL. bouquet folded hands When Jesus came, He spoke few words, first of all, He showed miracles, showed signs and wonders, and healed and cast out demons, otherwise, He spoke prophecies to make people believe , and to help people see that He is truly God, and a gentle God who does not look at anyone. In the end, He completed the work of the crucifixion. sun GOD does NOT CURRENTLY show SIGNS and WONDERS, nor does He HEAL and CAST out DEMONS. When JESUS came, the WORK He did REPRESENTED a PART of GOD, BUT in the PRESENT TIME GOD CAME to PERFORM the STAGE ofvthe WORK WHICH was APPROPRIATE, because GOD does NOT REPEATE the SAME work; He is the GOD who is ALWAYS NEW and NEVER OLD, and BECAUSE ALL you SEE NOW are the WORDS and WORKS of a PRACTICAL GOD. sun folded hands From \""The WORD Appears in the Flesh\"". holy book Fulfilled in \""In the beginning He was the Word, the Word was with God, and the Word was God\"" (John 1:1). ... and (Ezekiel 2:9-10). (Rev. 19:13). copyright All who have \""ears to listen\"" are led to what the Spirit of God is saying in His lowered and built kingdom/Church engraved with His new name, His totality, the ownership of this disposition, \""THE CHURCH OF ALMIGHTY GOD \"" bouquet fulfillment from what was said He to Peter 2,000 years ago recorded in (Matthew 16:18-19). His Coming is the fulfillment of all that was prophesied in the great book of Revelation, so the last \""Salvation\"" He brought the whole truth, the way for eternal life. So the \""victorious\"" ones who will receive them are the wise \""virgins\"" because as recorded in the prophecy of His return no one knows it except the one who will receive it! So \""come\"" and come to His kingdom/church standing in the holy place in the air/YouTube! This is also a fulfillment from the book of (Isaiah 2:2/9:6) which He first fulfilled in His first incarnation. inbox tray \""They say with a loud voice, \""Salvation comes from the Lamb, and from our God who sits on the Throne!\"" (Rev. 7:10). ... and (Isaiah 2: 2 / 9:6) \""On the Last Day, the mountain on which Jehovah's temple stands will stand out above all the mountains. All nations will flock there. \"" . \""For a baby boy is born to us. The rule will be given to him; and he shall be called Wonderful Counselor, Almighty God, Everlasting Father, Prince of Peace.\"" love letter It is fulfilled that God Himself is our Pastor in (Rev. 7:17) bouquet \""For the Lamb in the midst of the throne will be their PASTOR. He will lead them to springs of life-giving water; and God will wipe the tears from their eyes\""""",Ugw9DmRq5qATGCnx0YJ4AaABAg,500
V2,0.527,0.929,heart suit mu cent mu cent cent cent heart suit mu mu .. heart suit copyright registered trademark copyright registered trademark registered trademark . registered trademark copyright cent registered trademark copyright copyright cent registered trademark copyright copyright copyright copyright copyright copyright registered trademark registered trademark mu registered trademark .%8/,UgwnxETYQfyjH0VgWfF4AaABAg,10146
V2,0.506,0.929,"copyright cent , registered trademark ! https://www.youtube.com/watch?v=fXkhGrdLTUw registered trademark ! cent cent ? ? https://www.youtube.com/watch?v=TxAAB58nNLs- cent cent registered trademark cent ! registered trademark registered trademark cent registered trademark registered trademark , registered trademark cent registered trademark registered trademark !",UgzDIvbyqzjVqfSs3Wp4AaABAg,14437
V2,0.471,0.929,"How to get saved and be right with God, who loved us all, for eternal life! 1-Realize that all have sinned before God, in one way or another. Romans 3: 10-12+23 (KJB) 10. \As it is written, There is none righteous, no, not one:\"" 11.\""There is none that understandeth, there is none that seeketh after God.\"" 12.\""They are all gone out of the way, they are together become unprofitable; there is none that doeth good, no, not one.\"" 23. \""For all have sinned, and come short of the glory of God.\"" 2-Realize that God loved us, even as sinners enough to allow Jesus to pay the price for our sins, as a free gift to whosoever accepts it. Romans 5: 8-9+12 (KJB) 8. \""But God commendeth his love toward us, in that, while we were yet sinners, Christ died for us.\"" 9.\""Much more then, being now justified by his blood, we shall be saved from wrath through him.\"" 12. \""Wherefore, as by one man sin entered into the world, and death by sin; and so death passed upon all men, for all that have sinned:\"" 3-Confess unto God to ask to be forgiven of your sins, by accepting this freely given gift of forgiveness. 1 Corinthians 15: 1-4 (KJB) 1.\""Moreover, brethren, I declare unto you the gospel which I preached unto you, which also ye have received, and wherein ye stand; 2.\""By which also ye are saved, if ye keep in memory what I preached unto you, unless ye have believed in vain.\"" 3.\""For I delivered unto you first of all that which I also received, how that Christ died for our sins according to the scriptures;\"" 4.\""And that he was buried, and that he rose again the third day according to the scriptures:\"" Romans 10: 9-10+13 (KJB) 9. \""That if thou shalt confess with thy mouth the Lord Jesus, and shalt believe in thine heart that God hath raised him from the dead, thou shalt be saved.\"" 10.\""For with the heart man believeth unto righteousness; and with the mouth confession is made unto salvation.\"" 13.\""For whosoever shall call upon the name of the Lord shall be saved.\"" Hebrews 9: 27-28 (KJB) 27.\""And as it is appointed unto men once to die, but after this the judgment:\"" 28.\""So Christ was once offered to bear the sins of many; and unto them that look for him shall he appear the second time without sin unto salvation.\"" Revelation 21: 8 (KJB) \""But the fearful, and unbelieving, and the abominable, and murderers, and whoremongers, and sorcerers, and idolaters, and all liars, shall have their part in the lake which burneth with fire and brimstone: which is the second death.\"" Romans 6: 23 (KJB) \""For the wages of sin is death; but the gift of God is eternal life through Jesus Christ our Lord.\"" (An example of what to pray to God to get saved and forgiven of your sins.) \""Dear God, I am a sinner and need saving. I know I'm not good enough to get to heaven and I need you to save me. I need the righteousness of your son, Jesus Christ. I believe that Jesus is the Lord, who died, was buried and resurrected so that his precious blood can wash away my sins. I trust in him alone to save me. Nothing else. Not my good works or anything else. Only Jesus. I pray this in Jesus' name, Amen.\""""",UgzsSCR38STWWlXHPqF4AaABAg,12760
V2,0.454,0.929,mu 3/4 copyright 3/4 cent registered trademark 3/4 copyright 3/4 copyright copyright copyright copyright mu 3/4 registered trademark registered trademark 3/4 copyright copyright copyright copyright copyright copyright registered trademark 3/4 cent copyright,Ugz-f9wa2hGq1IO8HWB4AaABAg,11156
V2,0.454,0.929,cent 3/43/4 registered trademark 3/4 registered trademark 1/41/4 registered trademark 3:25 registered trademark registered trademark registered trademark cent 1/23/4 registered trademark cent registered trademark 1/41/4 registered trademark registered trademark 3/4 3/4,UgwWUGtp4lo4M-3XcLh4AaABAg,13729
V2,0.452,0.929,"First of all, the antichrist has always been in Rome Italy and is a world player, they ruled the world for 1,260 years chasing the true believers around and burning them at the stake until the reformation came about. The Antichrist chased them all the way into the wilderness of America. We read this in, Rev 13:11 And I beheld another beast coming up out of the earth; and he had two horns like a lamb, and he spake as a dragon. Rev 13:12 And he exerciseth all the power of the first beast before him, and causeth the earth and them which dwell therein to worship the first beast, whose deadly wound was healed. Rev 13:13 And he doeth great wonders, so that he maketh fire come down from heaven on the earth in the sight of men. This depicts America, the lamb represents freedom of worship the 2 horns are the north and the south. The fire that came down on the earth in the sight of men is the Atomic bomb dropped on Hiroshima where 60, thousand died in one day. This is the reason that our government is going crazy, it is run by Roman Catholics who worship the Pope as their God on earth. We read this in, Rev 13:14 And deceiveth them that dwell on the earth by the means of those miracles which he had power to do in the sight of the beast; saying to them that dwell on the earth, that they should make an image to the beast, which had the wound by a sword, and did live. Rev 13:15 And he had power to give life unto the image of the beast, that the image of the beast should both speak, and cause that as many as would not worship the image of the beast should be killed. The Papacy was wounded when Napoleon took the pope captive in the late 1700s and the Pope died in captivity, the goal now is a one world government and a one world religion. These are the reasons that John Kennedy was assassinated, he would not cooperate with their agenda. This is why Donald Trump is dragged through the Justice system and an attempt was made on his life. These insurgents aligned with Rome are in every branch of our government and they are making a circus out of it and the American people have no idea what is going on. These insurgents treat Congress as an inconsequential and ineffective branch of Government.",Ugy2teHRoDMT94392Id4AaABAg,10
V2,0.448,0.929,"The issue is deeper than this. Is it possible that a young man wants to kill a prominent political figure just because he might hate him for a trivial story? One of the two things is that it is a charade, but he is one of the people who have awakened from the matrix of political illusion that we live in now, from this global system that does not resort to intellectual, economic, and social deception that is unfair on every side, and even humanity has failed because it does not have it at all.. a group of people decide The fate of millions of drowning people is stuck in an illusion, and they all triumph. Whoever saves them and whoever saves the sleeping, unless they wake up. Satan has possessed them with his media magic, his political agents, and the temptations of money. Wake up, whatever your religion or hope. Destroy the humanity of the angels. We sleep in the arms of the enemy of humanity and his followers. Those who carry an idea to achieve his desire suggest to each other, let us sleep and die. While we are sleeping, let them kill our common sense and strip us of all goodness. Every nation that waits for someone to save it must wake up. He may be intelligent and save them, or he may be asleep and they wake him up and wait for someone to take his hand. My Lord, wake up our sleeping souls because our souls do not want to wake up.",UgwaNXJLTuLoqkMHKEh4AaABAg,8912
V2,0.427,0.929,copyright copyright copyright copyright registered trademark registered trademark mu copyright copyright copyright copyright registered trademark copyright copyright copyright registered trademark copyright,Ugzs-P4_ND2pOw41NsV4AaABAg,9678
V2,0.427,0.929,copyright copyright registered trademark copyright registered trademark copyright registered trademark copyright copyright copyright copyright copyright copyright copyright copyright mu copyright mu copyright,UgwzijusuGnXdPP8LHZ4AaABAg,12020
V2,0.418,0.929,"The issue is deeper than this. Is it possible that a young man wants to kill a prominent political figure just because he might hate him for a trivial story? One of the two things is that it is a charade, but he is one of the people who have awakened from the matrix of political illusion that we live in now, from this global system that does not resort to intellectual, economic, and social deception that is unfair on every side, and even humanity has failed because it does not have it at all.. a group of people decide The fate of millions of drowning people is stuck in an illusion, and they all triumph. Whoever saves them and whoever saves the sleeping, unless they wake up. Satan has possessed them with his media magic, his political agents, and the temptations of money. Wake up, whatever your religion or hope. Destroy the humanity of the angels. We sleep in the arms of the enemy of humanity and his followers. Those who carry an idea to achieve his desire suggest to each other, let us sleep and die. While we are sleeping, let them kill our common sense and strip us of all goodness. Every nation that waits for someone to save it must wake up. He may be intelligent and save them, or he may be asleep and they wake him up and wait for someone to take his hand. My Lord, wake up our sleeping souls because our souls do not want to wake up.",UgxZUofdOuSBC5G464Z4AaABAg,349
V2,0.418,0.929,"Dear precious one, please repeat after me with your whole heart, \Father God, I'm a sinner and I ask for Your forgiveness. I believe Jesus Christ is Your Son. I believe in the Good News that Jesus died on the cross for my sins and that You resurrected Him from the dead in order to restore my relationship with You. Through my belief and faith in Jesus death, burial and resurrection, I am saved. I want to trust Jesus as my Savior and follow Him as my Lord from this day forward. Please guide my life and help me do Your will, Your way through the Holy Spirit. This I pray in the powerful, loving and glorious name of Your Son, Jesus Christ my Lord and Savior. Amen!\"" folded hands Dear friend, may Father God our Creator, through Jesus Christ our Lord and Savior and The Holy Spirit bless you, lead you, guide you and keep you in His abundantly loving care now and for all eternity! Amen! red heart folded hands red heart""",Ugyd_80rmPGBL1o_S494AaABAg,14447
V2,0.417,0.929,"(4:14) copyright copyright 1/2 1/21/4 copyright 1/2 1/2 mu . 1/21/2 copyright . copyright copyright 1/2 1/2 1/4 copyright copyright mu . mu . 1/2 11/2 2 mu . 3/4 copyright 1/2 copyright 1/2 copyright 1/2 1/2 1/2 mu . 1/2 1/2 1/2 registered trademark 1/2 mu . 1/2 1/2 mu 1/2 copyright 1/2 cent 1/2 1/2 1/2 1/2 1/2 copyright mu 1/2 copyright 1/2 copyright 1/2 copyright , mu . 1/2 .",UgzjhYZTLvYjsHMe6YV4AaABAg,6092
V2,0.41,0.929,"1/2 copyright mu . mu 1/4 copyright . 1, 2 1/2 copyright . https://youtu.be/kP-6_sxTnFQ?si=QWgn5Vx2jJTQuP6S (1:36) copyright 1/2 1/4 copyright . 1/2 copyright copyright . 1/4 mu copyright 1/2 . 1/2 cent mu . (2:03) copyright copyright 1/2 copyright 1/2 mu . copyright copyright 1/2 mu 1/2 1/2 1/2 mu . 1/2 . 1/2 1/2 1/2 copyright 1/2 1/2 1/2 1/21/2 mu 1/2 1/2 mu . copyright 1/2 copyright . 1/2 copyright copyright 1/2 . 1/2 , 1, 21/2 mu .",UgyX6Zvs6m5kIzX44t14AaABAg,6496
V2,0.407,0.929,"? registered trademark ? cent registered trademark registered trademark registered trademark , registered trademark cent ? registered trademark cent . cent copyright copyright ?",UgxMjSvLoj3pze406OB4AaABAg,4951
V2,0.407,0.929,"cent cent cent , cent cent cent cent . cent cent cent cent cent cent , cent cent cent cent cent .",UgyaE7JJEBflNmP9qxB4AaABAg,5530
V2,0.407,0.929,"2:17 / 6:11 cent registered trademark cent copyright , cent copyright cent registered trademark ? (??????????????) cent , registered trademark registered trademark ! cent registered trademark !",UgxQadtLZqySXAPqOlJ4AaABAg,14410
V2,0.405,0.929,"Ai uitat s registered trademark l poziionai pe \EL\"" registered trademark n mulime care registered trademark i tranzmite lui Trump telepatic o imagine halucinogen fc cent ndu-l s registered trademark ntoarc capul chiar c cent nd \""acul\"" venea spre capul lui i registered trademark n ultima milisecund chiar registered trademark mpinge prin telekinezie \""acele\"" ce veneau unu dup altul ca s nu registered trademark l loveasc pe Trump. Cutai i vei descoperi c \""acele\"" au avut o traiectorie de arc de cerc ocolindul pe Trump ca i cum un magnet mare le-a registered trademark mpins din calea tintei. EL e cel mai tare, a rescris viitorul red heart""",Ugyjcb7r0lRlQxc7anF4AaABAg,3367
V2,0.395,0.929,"Repent for the kingdom of God is at hand. I used to be depressed and suicidal, I had so much anger and hatred in my heart and no real peace. But God showed me mercy. I felt this unusual peace when I surrendered my life to Christ. Read Romans 15:13, 1 Peter 5:7, and Matthew 11:28-30. GOD(The creator of the heavens and the earth) sent his only begotten son (Jesus Christ) to die for us sinners that we may be saved through him. Saved from eternal damnation in hell. It was out of God's love and mercy that he sent his Son to die for us. John 3:16 says, \For God so loved the world, that he gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life.\"" That verse tells us that if you believe in the one God has sent, you will be saved, Follow Christ. Read Isaiah 43:25. God bless red heart""",UgxyimBffDAcdb0hpw54AaABAg,16052
V2,0.395,0.929,"Repent for the kingdom of God is at hand. I used to be depressed and suicidal, I had so much anger and hatred in my heart and no real peace. But God showed me mercy. I felt this unusual peace when I surrendered my life to Christ. Read Romans 15:13, 1 Peter 5:7, and Matthew 11:28-30. GOD(The creator of the heavens and the earth) sent his only begotten son (Jesus Christ) to die for us sinners that we may be saved through him. Saved from eternal damnation in hell. It was out of God's love and mercy that he sent his Son to die for us. John 3:16 says, \For God so loved the world, that he gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life.\"" That verse tells us that if you believe in the one God has sent, you will be saved, Follow Christ. Read Isaiah 43:25. God bless red heart""",UgyP-b01FlLW9VVwb654AaABAg,16053
V2,0.393,0.929,"You are lying, republicans do NOT shoot republicans. Especially not Trump. Crooks was a left wing lgtbq. Whether you like it or not those are the facts, get over it. You do not get to target the leading republican vote and then deny it was your own hate speeches and hate stream media that set off one of your voters. Are you left wing really this... well you can fill in the blank. It's not a positive statement. You people refuse to be accountable for your actions, while you can fool half of America, you can not fool the world. Your hate media is to blame, for years you have spread hate towards Trump every way you could. This is your fault, take accountability. Only a left wing narcissist would believe a trump supporter would shoot at Trump. Crooks supported the left with his money, therefore he absolutely is left wing. Republicans donate to the right, democrats donate to the left. It's not complicated no matter how much you believe it is. Your hatestream media is fully responsible.",UgxmvWe2kkLeym2ICf54AaABAg,12216
V2,0.386,0.929,copyright copyright copyright copyright copyright copyright copyright copyright copyright copyright copyright copyright copyright copyright copyright copyright,Ugwhw2HHrsWSgSgNRr94AaABAg,5410
V2,0.386,0.929,"0:20 / 6:11 cent registered trademark ( registered trademark ? ? ? copyright ? ! copyright , registered trademark registered trademark cent 0:21 / 6:11 ? 2 ?? cent cent registered trademark , ?",UgyoQ070DQ8OwOnv0PR4AaABAg,14418
V2,0.382,0.929,There are two kinds of people who register republican in Pennsylvania and also donate money to democrats. Since the donation came first he switched political views in the less than 8 months between the donation and the registering to vote. Or he is a democrat voter who registered republican in the closed primary state of Pennsylvania to vote for the worst republicans to help democrats more easily win. I have no idea which one he is.,UgyCfSsZag9db8F4RSt4AaABAg,13842
V2,0.38,0.929,"Well, when you have a mainstream media, entertainers, and democrats who hold office calling this man HITLER and pushing absolute UNHINGED HATE at him for 8 years straight non stop... no one should be shocked by this at all. They have called that man a Russian asset, racist, white supremacist, fascist, say he hates gay people, hates immigrants, hell he hates the world at this point according to these unhinged lunatics that just lie constantly. I am 47 and I have never seen our Media and Democrat politicians more unhinged in my life than they have been the past 8 yrs. INSANELY SO. To the point not only have they put Trumps life in danger but American citizens who support him as well. People have lost their lives due to the insane rhetoric they have pushed, the hate and heavy focus democrats have pushed using racism. It's just been unreal. AND THEY ARE STILL pushing bs in the media because they couldn't see Trumps ear, it was wrapped at the RNC! They are crazy.",UgyvztD1zX2Bk4h6QBd4AaABAg,12190
V2,0.374,0.929,"13 And no man hath ascended up to heaven, but he that came down from heaven, even the Son of man which is in heaven. 14 And as Moses lifted up the serpent in the wilderness, even so must the Son of man be lifted up: 15 That whosoever believeth in him should not perish, but have eternal life. 16 For God so loved the world, that he gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life. 17 For God sent not his Son into the world to condemn the world; but that the world through him might be saved. 18 He that believeth on him is not condemned: but he that believeth not is condemned already, because he hath not believed in the name of the only begotten Son of God. 19 And this is the condemnation, that light is come into the world, and men loved darkness rather than light, because their deeds were evil. 20 For every one that doeth evil hateth the light, neither cometh to the light, lest his deeds should be reproved. 21 But he that doeth truth cometh to the light, that his deeds may be made manifest, that they are wrought in God. (Jn.3:13-21)",UgyWig8bKkBcE6QyUBJ4AaABAg,12034
V2,0.367,0.929,"glowing star fire collision fire collision fire glowing star glowing star glowing star fire collision fire collision fire glowing star fire 3/4 1/2 fire glowing star fire 3/4 1/2 fire collision fire collision fire collision fire collision glowing star collision fire collision fire collision fire collision glowing star red heart blue heart green heart glowing star glowing star glowing star red heart blue heart green heart glowing star Adonai, Elohim The Great I Am lives in me El Shaddai and my Prince of Peace Emmanuel is here with me Your Name is great And greatly to be praised Your Name is great And greatly to be praised Sing Adonai Adonai, Your name is Elohim yeah The Great I Am, yes He lives in me I'm so thankful El Shaddai You are, my Prince of Peace, Emmanuel Emmanuel is here with me Your Name And Your Name is great And greatly to be praised Your Name is great And greatly to be praised Your Name is great And greatly to be praised Your Name is great And greatly to be praised Oh praise the Lord Praise His mighty Name Nobody like You Jesus Nobody, nobody, nobody like You Lord All together now, let's sing worthy Worthy You were And worthy You are And worthy You will be forever Yahweh Worthy You were And worthy You are And worthy You will be forever Yah, sing Worthy You were (And worthy You were) Worthy You are (And worthy You are) And worthy You will be forever Yahweh (Yes) Worthy You were And worthy You are And worthy You will be forever Yahweh Worthy You were And worthy You are And worthy You will be forever Yahweh Worthy You were And worthy You are And worthy You will be forever Yahweh, oh-oh And Your Name, make His praise great (Is great) And greatly (To be praised) 'Cause Your Name is great And greatly to be praised Your Name is great And greatly to be praised And Your Name is great And greatly, we sing worthy (To be praised) And worthy You were And worthy You are And worthy You will be forever Yahweh Worthy You were And worthy (You are) Oh and worthy oh-oh (You will be forever Yahweh) Oh sing worthy You were And worthy You are And worthy (You will be) Forever (Yahweh) And worthy You were And worthy You are And worthy You will be forever Yahweh, oh-oh-oh Somebody praise the Name, forever Yahweh He's worthy He's worthy Oh, who is like the Lord Who is like the Lord, hey Who is like the Lord (Who is like the Lord, oh) You are worthy, oh You are worthy, Lord And who is like the Lord Strong and mighty Strong and mighty And who is like the Lord Oh awesome in power Awesome in power Who is like the Lord Great in battle oh-oh-oh-oh And who is like, Your arm never grows tired Your arm never grows tired, oh (Worthy You will be forever Yahweh) And who is like Oh, awesome in majesty, You are, oh (Worthy You were, Worthy You are) Worthy You will be forever Yahweh Oh sing worthy You were And worthy, everybody sing (You are) Worthy You will be forever Yahweh Worthy You were (Worthy You were) Worthy You are And worthy (You will be) Forever Yahweh Worthy (You were) Oh and worthy (You are) And worthy You will be forever Yahweh Worthy You were And worthy You are And worthy You will be forever Yahweh Is He worthy, is He worthy today Oh forever Yahweh Day and night, night and day let incense arise Day and night, night and day let incense arise Oh day and night, night and day We're gonna tell You You're worthy (Let incense arise) Yes day and night, night and day Can we sing today Oh day and night, night and day let incense arise Day and night, night and day You're worthy Lord, You're worthy Lord Day and night, night and day (Let incense arise) Oh yes day and night, let your worship fill the room (Night and day) Let your fragrance fill the room (Let incense arise) Day and night, night and day let incense arise Yes day and night, night and day (Let incense arise) Oh day and night yes, day and night, night and day Let incense arise, day and night, oh-oh-oh (Night and day) You are worthy of it all You are worthy of it all, yes You are For from You are all things And to You are all things Oh You deserve the glory You're worthy Lord You are worthy of it all You are worthy of it all, everything we have God For from You are all things And to, for from You are (You are all things) Oh for from You are all things, and to You are (All things) Oh for from You are all things, and to You are all things YOU DESERVE THE GLORY YES1/2 collision fire collision fire copyright fire collision fire collision registered trademark registered trademark oncoming fist raised fist registered trademark copyright raised fist oncoming fist registered trademark registered trademark 1/2 heart suit registered trademark cent cent cent thumbs up raising hands flexed biceps",UgwfzrQqF6vRnEySi_d4AaABAg,4745
